num,m,r,zh,,id,d,da,,
6858,ᡤᡠᠰᡥᡝᡵᠠᡴᡠᡠ,gusherakuu,不成器的，,,2,12/18/2017 00:17:08,01/27/2017 01:17:08,,
6859,ᡤᡠᠰᡥᡝᡵᠠᡴᡠᡠ ᠶᠠᠪᡠᠨ,gusherakuu yabun,流氓行为,,2,12/18/2017 01:17:08,01/27/2017 03:17:08,,
6860,ᡤᡠᠰᡠᠴᡥᡠᠮᠪᡳ,gusuchumbi,烦闷,,2,12/18/2017 02:17:08,01/27/2017 05:17:08,,
6861,ᡤᡠᠰᡠᠴᡠᠮᠪᡳ,gusucumbi,烦闷，忧闷,,2,12/18/2017 03:17:08,01/27/2017 07:17:08,,
6862,ᡤᡠᡨᠮᡳᡤᠠᠨ,gutmigan,见识,,2,12/18/2017 04:17:08,01/27/2017 09:17:08,,
6863,ᡤᡠᡠᠪᠠᡩᠠᠮᠪᡳ,guubadambi,挣跳，捣乱,,2,12/18/2017 05:17:08,01/27/2017 11:17:08,,
6864,ᡤᡠᡠᠪᡳᠮᠪᡳ,guubimbi,拴煞,,2,12/18/2017 06:17:08,01/27/2017 13:17:08,,
6865,ᡤᡠᡠᠴᡥᠠ,guucha,母山羊,,2,12/18/2017 07:17:08,01/27/2017 15:17:08,,
6866,ᡤᡠᡠᡩᡠᠮᠪᡳ,guudumbi,鱼产卵,,2,12/18/2017 08:17:08,01/27/2017 17:17:08,,
6867,ᡤᡠᡠᡥᡨᡠᡵᠠᠮᡥᡳ,guuhturamhi,掘,,2,12/18/2017 09:17:08,01/27/2017 19:17:08,,
6868,ᡤᡠᡠᠯᠠ,guula,原来的,,2,12/18/2017 10:17:08,01/27/2017 21:17:08,,
6869,ᡤᡠᡠᠯᠠᡴᡠᡠ,guulakuu,峭壁,,2,12/18/2017 11:17:08,01/27/2017 23:17:08,,
6870,ᡤᡠᡠᠯᠠᠮᠪᡳ,guulambi,倒风,,2,12/18/2017 12:17:08,01/28/2017 01:17:08,,
6871,ᡤᡠᡠᠯᡩᡠᠨ,guuldun,城门洞,,2,12/18/2017 13:17:08,01/28/2017 03:17:08,,
6872,ᡤᡠᡠᠯᡩᡠᡵᡝᠮᠪᡳ,guuldurembi,掘洞，钻营，潜入,,2,12/18/2017 14:17:08,01/28/2017 05:17:08,,
6873,ᡤᡠᡠᠯᡩᡠᡵᡝᠮᡝ ᡩᠣᠰᡳᠮᠪᡳ,guuldureme dosimbi,潜入，钻入,,2,12/18/2017 15:17:08,01/28/2017 07:17:08,,
6874,ᡤᡠᡠᠯᡩᡠᡵᡳ,guulduri,涵洞,,2,12/18/2017 16:17:08,01/28/2017 09:17:08,,
6875,ᡤᡠᡠᠯᡩᡠᠰ,guuldus,；	奸细,,2,12/18/2017 17:17:08,01/28/2017 11:17:08,,
6876,ᡤᡠᡠᠯᡩᡠᠰᡳ,guuldusi,奸细,,2,12/18/2017 18:17:08,01/28/2017 13:17:08,,
6877,ᡤᡠᡠᠯᡥᠠ,guulha,靴,,2,12/18/2017 19:17:08,01/28/2017 15:17:08,,
6878,ᡤᡠᡠᠯᡳᡴᠠ ᡤᡠᠴᡠ,guulika gucu,挈友，知心朋友,,2,12/18/2017 20:17:08,01/28/2017 17:17:08,,
6879,ᡤᡠᡠᠯᡳᠮᠪᡳ,guulimbi,意气相投 | 熟悉，意气投合,,2,12/18/2017 21:17:08,01/28/2017 19:17:08,,
6880,ᡤᡠᡠᠯᠵᠠ,guulja,伊宁市,,2,12/18/2017 22:17:08,01/28/2017 21:17:08,,
6881,ᡤᡠᡠᠯᠮᠠᡥᡠᡠᠨ,guulmahuun,兔子，卯 | 兔子 | 卯,,2,12/18/2017 23:17:08,01/28/2017 23:17:08,,
6882,ᡤᡠᡠᠮᠠᠨ,guuman,婊子,,2,12/19/2017 00:17:08,01/29/2017 01:17:08,,
6883,ᡤᡠᡠᠮᠪᡳ,guumbi,剜取,,2,12/19/2017 01:17:08,01/29/2017 03:17:08,,
6884,ᡤᡠᡠᠨ,guun,蜕皮,,2,12/19/2017 02:17:08,01/29/2017 05:17:08,,
6885,ᡤᡠᡠᠨᠠ,guuna,三岁牛,,2,12/19/2017 03:17:08,01/29/2017 07:17:08,,
6886,ᡤᡠᡠᠨᡤᡴᠠᠮᠪᡳ,guungkambi,闷热,,2,12/19/2017 04:17:08,01/29/2017 09:17:08,,
6887,ᡤᡠᡠᠨᡤᡴᠠᠨ,guungkan,喉结,,2,12/19/2017 05:17:08,01/29/2017 11:17:08,,
6888,ᡤᡠᡠᠨᡳᠴᡠᠨ,guunicun,怀，思念，怀念,,2,12/19/2017 06:17:08,01/29/2017 13:17:08,,
6889,ᡤᡠᡠᠨᡳᡝᡥᡳ,guuniehi,想来,,2,12/19/2017 07:17:08,01/29/2017 15:17:08,,
6890,ᡤᡠᡠᠨᡳᡤᠠᠨ,guunigan,意见,,2,12/19/2017 08:17:08,01/29/2017 17:17:08,,
6891,ᡤᡠᡠᠨᡳᡥᠠᡳ,guunihai,一直想,,2,12/19/2017 09:17:08,01/29/2017 19:17:08,,
6892,ᡤᡠᡠᠨᡳᡥᠠᡴᡠᡠ,guunihakuu,不料,,2,12/19/2017 10:17:08,01/29/2017 21:17:08,,
6893,ᡤᡠᡠᠨᡳᠵᠠᠨ,guunijan,想，想念，思念,,2,12/19/2017 11:17:08,01/29/2017 23:17:08,,
6894,ᡤᡠᡠᠨᡳᠵᠠᠨᡤᡤᠠ ᡤᡝᠪᠰᡠᠨ,guunijangga gebsun,抽象名词,,2,12/19/2017 12:17:08,01/30/2017 01:17:08,,
6895,ᡤᡠᡠᠨᡳᠮᠪᡳ,guunimbi,想 | 想，思想，思念，怀念，回想,,2,12/19/2017 13:17:08,01/30/2017 03:17:08,,
6896,ᡤᡠᡠᠨᡳᠨ,guunin,意，思想，意思,,2,12/19/2017 14:17:08,01/30/2017 05:17:08,,
6897,ᡤᡠᡠᠨᡳᠨ ᠠᠵᠠᠪᡠᠮᠪᡳ,guunin ajabumbi,示意,,2,12/19/2017 15:17:08,01/30/2017 07:17:08,,
6898,ᡤᡠᡠᠨᡳᠨ ᠴᡳᡥᠠᡳ,guunin cihai,任意，恣意,,2,12/19/2017 16:17:08,01/30/2017 09:17:08,,
6899,ᡤᡠᡠᠨᡳᠨ ᡩᠣᠰᡳᠪᡠᠮᠪᡳ,guunin dosibumbi,提示,,2,12/19/2017 17:17:08,01/30/2017 11:17:08,,
6900,ᡤᡠᡠᠨᡳᠨ ᡝᡶᡠᠵᡝᠮᠪᡳ,guunin efujembi,伤心,,2,12/19/2017 18:17:08,01/30/2017 13:17:08,,
6901,ᡤᡠᡠᠨᡳᠨ ᡶᠠᠯᠠᠪᡠᠮᠪᡳ,guunin falabumbi,心思混乱,,2,12/19/2017 19:17:08,01/30/2017 15:17:08,,
6902,ᡤᡠᡠᠨᡳᠨ ᡥᡳᡵ ᠣᠮᠪᡳ,guunin hir ombi,心寒,,2,12/19/2017 20:17:08,01/30/2017 17:17:08,,
6903,ᡤᡠᡠᠨᡳᠨ ᠵᠠᠯᡠ,guunin jalu,满怀，心满意足,,2,12/19/2017 21:17:08,01/30/2017 19:17:08,,
6904,ᡤᡠᡠᠨᡳᠨ ᠮᡠᠵᡳᠯᡝᠨ,guunin mujilen,心情，心思,,2,12/19/2017 22:17:08,01/30/2017 21:17:08,,
6905,ᡤᡠᡠᠨᡳᠨ ᠸᡝᡵᡳᡧᡝᠮᠪᡳ,guunin werixembi,注意，小心,,2,12/19/2017 23:17:08,01/30/2017 23:17:08,,
6906,ᡤᡠᡠᠨᡳᠨᡰᡥᠠᠮᠪᡳ/ᠰᡝᠣᠯᡝᠮᠪᡳ,guuninzhambi/seolembi,思索,,2,12/20/2017 00:17:08,01/31/2017 01:17:08,,
6907,ᡤᡠᡠᠨᡳᡵᡤᠠᠨ,guunirgan,意义,,2,12/20/2017 01:17:08,01/31/2017 03:17:08,,
6908,ᡤᡠᡠᠨᡳᡵᡤᠠᠨᡤᡤᠠ,guunirgangga,有意义的,,2,12/20/2017 02:17:08,01/31/2017 05:17:08,,
6909,ᡤᡠᡠᠨᡳᡰᡥᠠᠨ,guunizhan,思想,,2,12/20/2017 03:17:08,01/31/2017 07:17:08,,
6910,ᡤᡠᡠᠨᠮ,guunm,心意,,2,12/20/2017 04:17:08,01/31/2017 09:17:08,,
6911,ᡤᡠᡠᡵᠠᠨ,guuran,公狍子,,2,12/20/2017 05:17:08,01/31/2017 11:17:08,,
6912,ᡤᡠᡠᡵᠪᠠᠮᠪᡳ,guurbambi,躲闪,,2,12/20/2017 06:17:08,01/31/2017 13:17:08,,
6913,ᡤᡠᡠᡵᠪᡳ,guurbi,蒲草,,2,12/20/2017 07:17:08,01/31/2017 15:17:08,,
6914,ᡤᡠᡠᡵᡤᡳᠯᠠᠮᠪᡳ,guurgilambi,冒火焰,,2,12/20/2017 08:17:08,01/31/2017 17:17:08,,
6915,ᡤᡠᡠᡵᡤᡳᠨ,guurgin,火焰,,2,12/20/2017 09:17:08,01/31/2017 19:17:08,,
6916,ᡤᡠᡠᠰᠠ,guusa,旗，清军政组织 | 旗,,2,12/20/2017 10:17:08,01/31/2017 21:17:08,,
6917,ᡤᡠᡠᠰᡳᠴᡥᡳ,guusichi,第三十,,2,12/20/2017 11:17:08,01/31/2017 23:17:08,,
6918,ᡤᡠᡠᠰᡳᠴᡳ,guusici,第三十,,2,12/20/2017 12:17:08,02/01/2017 01:17:08,,
6919,ᡤᡠᡠᠰᡳᡥᡳᠶᠠ/ᡠᡰᡥᠠᠨ ᠠᠴᡥᠠᠮᠪᡳ,guusihiya/uzhan achambi,交界,,2,12/20/2017 13:17:08,02/01/2017 03:17:08,,
6920,ᡤᡠᡠᠰᡳᠨ,guusin,三十,,2,12/20/2017 14:17:08,02/01/2017 05:17:08,,
6921,ᡤᡠᡠᠰᡳᡨᠠ,guusita,各三十,,2,12/20/2017 15:17:08,02/01/2017 07:17:08,,
6922,ᡤᡠᡠᠰᡠ,guusu,缆绳,,2,12/20/2017 16:17:08,02/01/2017 09:17:08,,
6923,ᡤᡠᡠᠰᡠᠯᠠᠮᠪᡳ,guusulambi,用绳套马,,2,12/20/2017 17:17:08,02/01/2017 11:17:08,,
6924,ᡤᡠᡠᡨᡠᠪᡠᠮᠪᡳ,guutubumbi,玷辱,,2,12/20/2017 18:17:08,02/01/2017 13:17:08,,
6925,ᡤᡠᡠᡨᡠᠴᡥᡠᠨ,guutuchun,玷,,2,12/20/2017 19:17:08,02/01/2017 15:17:08,,
6926,ᡤᡠᡠᡨᡠᠴᡠᠨ,guutucun,玷辱，耻辱,,2,12/20/2017 20:17:08,02/01/2017 17:17:08,,
6927,ᡤᡠᡠᠸᠠ,guuwa,别的 | 其他，别人,,2,12/20/2017 21:17:08,02/01/2017 19:17:08,,
6928,ᡤᡠᡠᠸᠠ/ᠸᡝᡵᡳ,guuwa/weri,别人,,2,12/20/2017 22:17:08,02/01/2017 21:17:08,,
6929,ᡤᡠᡠᠸᠠᠪᠰᡳ,guuwabsi,向别处,,2,12/20/2017 23:17:08,02/01/2017 23:17:08,,
6930,ᡤᡠᡠᠸᠠᠴᡥᡳᡥᡳᠶᠠ/ᠯᠠᠮᠪᡳ,guuwachihiya/lambi,吃惊,,2,12/21/2017 00:17:08,02/02/2017 01:17:08,,
6931,ᡤᡠᡠᠸᠠᠴᡥᡳᡥᡳᠶᠠ/ᠰᡥᠠᠮᠪᡳ,guuwachihiya/shambi,浮躁,,2,12/21/2017 01:17:08,02/02/2017 03:17:08,,
6932,ᡤᡠᡠᠸᠠᡳᡩᠠᠮᠪᡳ,guuwaidambi,歪靠,,2,12/21/2017 02:17:08,02/02/2017 05:17:08,,
6933,ᡤᡠᡠᠸᠠᡳᠨᠠᠮᠪᡳ,guuwainambi,应该为,,2,12/21/2017 03:17:08,02/02/2017 07:17:08,,
6934,ᡤᡠᡠᠸᠠᠯᠴᠠ,guuwalca,瓜尔查,,2,12/21/2017 04:17:08,02/02/2017 09:17:08,,
6935,ᡤᡠᡠᠸᠠᠯᡤᡳᠶᠠ,guuwalgiya,瓜勒佳,,2,12/21/2017 05:17:08,02/02/2017 11:17:08,,
6936,ᡤᡠᡠᠸᠠᠯᡳᠶᠠᠮᠪᡳ/ᡴᡠᡠᠪᡠᠯᡳᠨ,guuwaliyambi/kuubulin,变,,2,12/21/2017 06:17:08,02/02/2017 13:17:08,,
6937,ᡤᡠᡠᠸᠠᠮᠪᡳ,guuwambi,狗叫,,2,12/21/2017 07:17:08,02/02/2017 15:17:08,,
6938,ᡤᡠᡠᠸᠠᡵᡳᠮᠪᡳ,guuwarimbi,青蛙叫,,2,12/21/2017 08:17:08,02/02/2017 17:17:08,,
6939,ᡤᡠᡠᠸᠠᠰᡥᠠᠮᠪᡳ,guuwashambi,变味,,2,12/21/2017 09:17:08,02/02/2017 19:17:08,,
6940,ᡤᡠᡠᠸᠠᠰᡥᠰᡥᠠᠨ,guuwashshan,肉片儿,,2,12/21/2017 10:17:08,02/02/2017 21:17:08,,
6941,ᡤᡠᡠᠸᠠᠰᡳᡥᡳᠶᠠ,guuwasihiya,鹭鸶,,2,12/21/2017 11:17:08,02/02/2017 23:17:08,,
6942,ᡤᡠᠸᠠᠯᠠᠰᡠᠨ,guwalasun,女坎肩,,2,12/21/2017 12:17:08,02/03/2017 01:17:08,,
6943,ᡤᡠᠸᠠᠯᡳ,guwali,城外 | 城郊，郊区,,2,12/21/2017 13:17:08,02/03/2017 03:17:08,,
6944,ᡤᡠᠸᠠᠯᡳ ᡨᡠᠯᡝᡵᡤᡳ,guwali tulergi,郊外,,2,12/21/2017 14:17:08,02/03/2017 05:17:08,,
6945,ᡤᡠᠸᠠᠨ,guwan,冠 | 观,,2,12/21/2017 15:17:08,02/03/2017 07:17:08,,
6946,ᡤᡠᠸᠠᠨᡤ ᠯᠠᠨ ᠰᡳᡵᡤᡝ,guwang lan sirge,光缆,,2,12/21/2017 16:17:08,02/03/2017 09:17:08,,
6947,ᡤᡠᠸᠠᠨᡤᠪᠣ,guwangbo,广播,,2,12/21/2017 17:17:08,02/03/2017 11:17:08,,
6948,ᡤᡠᠸᠠᠨᡤᡤᡳᠶᠠᡵᠠ,guwanggiyara,光嘉喇,,2,12/21/2017 18:17:08,02/03/2017 13:17:08,,
6949,ᡤᡠᠸᠠᠨᡤᡤᡠᠰᡥᠠᠮᠪᡳ,guwanggushambi,耍流氓,,2,12/21/2017 19:17:08,02/03/2017 15:17:08,,
6950,ᡤᡠᠸᠠᠨᡤᠰᡝ,guwangse,肢镣，木栅 | 脚镣，木栅 | 脚镣,,2,12/21/2017 20:17:08,02/03/2017 17:17:08,,
6951,ᡤᡠᠸᠠᠨᡤᠰᡝ ᠰᠠᠨᡤᠰᡝ,guwangse sangse,手铐脚镣,,2,12/21/2017 21:17:08,02/03/2017 19:17:08,,
6952,ᡤᡠᠸᠠᠨᡤᠰᡝᠯᠠᠮᠪᡳ,guwangselambi,上脚镣,,2,12/21/2017 22:17:08,02/03/2017 21:17:08,,
6953,ᡤᡠᠸᠠᠨᡴᠠᡠ,guwankau,关,,2,12/21/2017 23:17:08,02/03/2017 23:17:08,,
6954,ᡤᡠᠸᠠᠨᠨᡳ,guwanni,馆驿,,2,12/22/2017 00:17:08,02/04/2017 01:17:08,,
6955,ᡤᡠᠸᠠᡨᠠᠯᠠᠮᠪᡳ,guwatalambi,平分,,2,12/22/2017 01:17:08,02/04/2017 03:17:08,,
6956,ᡤᡠᠸᡝᠪᡠᡥᡝᠨ,guwebuhen,赦,,2,12/22/2017 02:17:08,02/04/2017 05:17:08,,
6957,ᡤᡠᠸᡝᠪᡠᠮᠪᡳ,guwebumbi,赦免 | 宽免，宽宥，饶恕 | 免,,2,12/22/2017 03:17:08,02/04/2017 07:17:08,,
6958,ᡤᡠᠸᡝᠴᡥᡳᡥᡝᡵᡳ,guwechiheri,月白色,,2,12/22/2017 04:17:08,02/04/2017 09:17:08,,
6959,ᡤᡠᠸᡝᡥᡝ,guwehe,璞玉,,2,12/22/2017 05:17:08,02/04/2017 11:17:08,,
6960,ᡤᡠᠸᡝᠵᡳᡥᡝ,guwejihe,胃,,2,12/22/2017 06:17:08,02/04/2017 13:17:08,,
6961,ᡤᡠᠸᡝᠵᡳᡥᡝ ᡩᠠ,guwejihe da,胃口,,2,12/22/2017 07:17:08,02/04/2017 15:17:08,,
6962,ᡤᡠᠸᡝᠯᡝᠴᡝᠮᠪᡳ,guwelecembi,窥探，暗窥,,2,12/22/2017 08:17:08,02/04/2017 17:17:08,,
6963,ᡤᡠᠸᡝᠯᡝᠴᡥᡝᠮᠪᡳ,guwelechembi,窥探,,2,12/22/2017 09:17:08,02/04/2017 19:17:08,,
6964,ᡤᡠᠸᡝᠯᡝᡴᡠ,guweleku,妾，小老婆 | 妾,,2,12/22/2017 10:17:08,02/04/2017 21:17:08,,
6965,ᡤᡠᠸᡝᠯᡴᡝ,guwelke,仔细 | 小心,,2,12/22/2017 11:17:08,02/04/2017 23:17:08,,
6966,ᡤᡠᠸᡝᠮᠪᡳ,guwembi,脱免，鸣，啼,,2,12/22/2017 12:17:08,02/05/2017 01:17:08,,
6967,ᡤᡠᠸᡝᠮᠪᡳ/ᡠᡵᠠᠮᠪᡳ,guwembi/urambi,响,,2,12/22/2017 13:17:08,02/05/2017 03:17:08,,
6968,ᡤᡠᠸᡝᠨᡩᡝᠮᠪᡳ,guwendembi,鸣，啼 | 鸣叫,,2,12/22/2017 14:17:08,02/05/2017 05:17:08,,
6969,ᡤᡠᠸᡝᡰᡥᡳᡥᡝ,guwezhihe,胃,,2,12/22/2017 15:17:08,02/05/2017 07:17:08,,
6970,ᡤᡠᠸᡳᡶᠠᠯᠠ,guwifala,杏,,2,12/22/2017 16:17:08,02/05/2017 09:17:08,,
6971,ᡤᡠᠸᡳᡥᠣᠯᠣ,guwiholo,鸦（骨鸟）,,2,12/22/2017 17:17:08,02/05/2017 11:17:08,,
6972,ᡤᡠᠶᠠᡥᡠ,guyahu,鸳鸯,,2,12/22/2017 18:17:08,02/05/2017 13:17:08,,
6973,ᡤᡠᠶᡝ,guye,脚后跟,,2,12/22/2017 19:17:08,02/05/2017 15:17:08,,
6974,ᡤᡡᠪᡩᠠᠮᠪᡳ,gvbdambi,挣跳，捣乱,,2,12/22/2017 20:17:08,02/05/2017 17:17:08,,
6975,ᡤᡡᠯᠠᡴᡡ,gvlakv,峭崖,,2,12/22/2017 21:17:08,02/05/2017 19:17:08,,
6976,ᡤᡡᠯᡩᡠᠨ,gvldun,城门洞，桥洞,,2,12/22/2017 22:17:08,02/05/2017 21:17:08,,
6977,ᡤᡡᠯᡩᡠᡵᡝᠮᠪᡳ,gvldurembi,掘洞，钻营，潜入,,2,12/22/2017 23:17:08,02/05/2017 23:17:08,,
6978,ᡤᡡᠯᡩᡠᡵᡝᠮᡝ ᡩᠣᠰᡳᠮᠪᡳ,gvldureme dosimbi,潜入，钻入,,2,12/23/2017 00:17:08,02/06/2017 01:17:08,,
6979,ᡤᡡᠯᡩᡠᠰᡳ,gvldusi,奸细,,2,12/23/2017 01:17:08,02/06/2017 03:17:08,,
6980,ᡤᡡᠯᡥᠠ,gvlha,靴,,2,12/23/2017 02:17:08,02/06/2017 05:17:08,,
6981,ᡤᡡᠯᡳᡴᠠ ᡤᡠᠴᡠ,gvlika gucu,挚友，知心朋友,,2,12/23/2017 03:17:08,02/06/2017 07:17:08,,
6982,ᡤᡡᠯᡳᠮᠪᡳ,gvlimbi,熟悉，意气投合,,2,12/23/2017 04:17:08,02/06/2017 09:17:08,,
6983,ᡤᡡᠯᠵᠠ,gvlja,伊宁市,,2,12/23/2017 05:17:08,02/06/2017 11:17:08,,
6984,ᡤᡡᠯᠮᠠᡥᡡᠨ,gvlmahvn,兔子，卯,,2,12/23/2017 06:17:08,02/06/2017 13:17:08,,
6985,ᡤᡡᠨᡳᠴᡠᠨ,gvnicun,怀，思念，怀念,,2,12/23/2017 07:17:08,02/06/2017 15:17:08,,
6986,ᡤᡡᠨᡳᡤᠠᠨ,gvnigan,意见,,2,12/23/2017 08:17:08,02/06/2017 17:17:08,,
6987,ᡤᡡᠨᡳᡤᠠᠨ ᡤᡡᠨᡳᠵᠠᠨ,gvnigan gvnijan,思想,,2,12/23/2017 09:17:08,02/06/2017 19:17:08,,
6988,ᡤᡡᠨᡳᡥᠠᡳ,gvnihai,一直想,,2,12/23/2017 10:17:08,02/06/2017 21:17:08,,
6989,ᡤᡡᠨᡳᠵᠠᠨ,gvnijan,想，想念，思念,,2,12/23/2017 11:17:08,02/06/2017 23:17:08,,
6990,ᡤᡡᠨᡳᠵᠠᠨᡤᡤᠠ ᡤᡝᠪᠰᡠᠨ,gvnijangga gebsun,抽象名词,,2,12/23/2017 12:17:08,02/07/2017 01:17:08,,
6991,ᡤᡡᠨᡳᠮᠪᡳ,gvnimbi,想，思想，思念，怀念，回想,,2,12/23/2017 13:17:08,02/07/2017 03:17:08,,
6992,ᡤᡡᠨᡳᠨ,gvnin,意，思想，意思 | 意念,,2,12/23/2017 14:17:08,02/07/2017 05:17:08,,
6993,ᡤᡡᠨᡳᠨ ᠠᡩᠠᠯᡳ ᡠᡵᠰᡝ,gvnin adali urse,同志,,2,12/23/2017 15:17:08,02/07/2017 07:17:08,,
6994,ᡤᡡᠨᡳᠨ ᠠᠵᠠᠪᡠᠮᠪᡳ,gvnin ajabumbi,示意,,2,12/23/2017 16:17:08,02/07/2017 09:17:08,,
6995,ᡤᡡᠨᡳᠨ ᠪᡝ ᠰᠠᡥᠠ ᡤᡠᠴᡠ,gvnin be saha gucu,知心朋友,,2,12/23/2017 17:17:08,02/07/2017 11:17:08,,
6996,ᡤᡡᠨᡳᠨ ᠪᡝ ᠰᡳᡨᡥᡡᡶᡳ ᡩᠠᠰᠠᠪᡠᡵᡝ ᠪᡝ ᡴᡳᠴᡝᠮᠪᡳ,gvnin be sithvfi dasabure be kicembi,励精图治,,2,12/23/2017 18:17:08,02/07/2017 13:17:08,,
6997,ᡤᡡᠨᡳᠨ ᠴᡳᡥᠠᡳ,gvnin cihai,任意，恣意,,2,12/23/2017 19:17:08,02/07/2017 15:17:08,,
6998,ᡤᡡᠨᡳᠨ ᡩᠣᠰᡳᠪᡠᠮᠪᡳ,gvnin dosibumbi,提示,,2,12/23/2017 20:17:08,02/07/2017 17:17:08,,
6999,ᡤᡡᠨᡳᠨ ᡝᡶᡠᠵᡝᠮᠪᡳ,gvnin efujembi,伤心,,2,12/23/2017 21:17:08,02/07/2017 19:17:08,,
7000,ᡤᡡᠨᡳᠨ ᡶᠠᠯᠠᠪᡠᠮᠪᡳ,gvnin falabumbi,心思混乱,,2,12/23/2017 22:17:08,02/07/2017 21:17:08,,
7001,ᡤᡡᠨᡳᠨ ᡥᡳᡵ ᠣᠮᠪᡳ,gvnin hir ombi,心寒,,2,12/23/2017 23:17:08,02/07/2017 23:17:08,,
7002,ᡤᡡᠨᡳᠨ ᠵᠠᠯᡠ,gvnin jalu,满怀，心满意足,,2,12/24/2017 00:17:08,02/08/2017 01:17:08,,
7003,ᡤᡡᠨᡳᠨ ᠮᡠᠵᡳᠯᡝᠨ,gvnin mujilen,心情，心思,,2,12/24/2017 01:17:08,02/08/2017 03:17:08,,
7004,ᡤᡡᠨᡳᠨ ᠸᡝᡵᡳᡧᡝᠮᠪᡳ,gvnin werixembi,注意，小心,,2,12/24/2017 02:17:08,02/08/2017 05:17:08,,
7005,ᡤᡡᠨᡳᡵᡤᠠᠨ,gvnirgan,意义,,2,12/24/2017 03:17:08,02/08/2017 07:17:08,,
7006,ᡤᡡᠨᡳᡵᡤᠠᠨᡤᡤᠠ,gvnirgangga,有意义的,,2,12/24/2017 04:17:08,02/08/2017 09:17:08,,
7007,ᡤᡡᡵᡤᡳᠨ,gvrgin,火焰,,2,12/24/2017 05:17:08,02/08/2017 11:17:08,,
7008,ᡤᡡᠰᠠ,gvsa,旗,,2,12/24/2017 06:17:08,12/09/2018 16:36:20,固萨,
7009,ᡤᡡᠰᠠᡳ ᠨᡳᠶᠠᠯᠮᠠ,gvsai niyalma,旗人,,2,12/24/2017 07:17:08,02/08/2017 15:17:08,,
7010,ᡤᡡᠰᡳᠴᡳ,gvsici,第三十,,2,12/24/2017 08:17:08,02/08/2017 17:17:08,,
7011,ᡤᡡᠰᡳᠨ,gvsin,三十,,2,12/24/2017 09:17:08,02/08/2017 19:17:08,,
7012,ᡤᡡᡨᡠᠪᡠᠮᠪᡳ,gvtubumbi,玷辱,,2,12/24/2017 10:17:08,02/08/2017 21:17:08,,
7013,ᡤᡡᡨᡠᠴᡠᠨ,gvtucun,玷辱，耻辱,,2,12/24/2017 11:17:08,02/08/2017 23:17:08,,
7014,ᡤᡡᠸᠠ,gvwa,其它，别人,,2,12/24/2017 12:17:08,02/09/2017 01:17:08,,
7015,ᡤᡡᠸᠠ ᡤᡠᡵᡠᠨ,gvwa gurun,别国，他国,,2,12/24/2017 13:17:08,02/09/2017 03:17:08,,
7016,ᡤᡡᠸᠠᠪᠰᡳ,gvwabsi,向别处,,2,12/24/2017 14:17:08,02/09/2017 05:17:08,,
7017,ᡤᡡᠸᠠᠴᡳᡥᡳᠶᠠᠯᠠᠮᠪᡳ,gvwacihiyalambi,吃惊，惊讶,,2,12/24/2017 15:17:08,02/09/2017 07:17:08,,
7018,ᡤᡡᠸᠠᠯᡳᠶᠠᠮᠪᡳ,gvwaliyambi,变，起变化，变坏，变心，食品变味,,2,12/24/2017 16:17:08,02/09/2017 09:17:08,,
7019,ᡤᡡᠸᠠᠯᡳᠶᠠᠮᡥᡳ,gvwaliyamhi,变，起变化，变坏，变心，食品变味,,2,12/24/2017 17:17:08,02/09/2017 11:17:08,,
7020,ᡤᡡᠸᠠᠮᠪᡳ,gvwambi,狗叫，吠,,2,12/24/2017 18:17:08,02/09/2017 13:17:08,,
7021,ᡤᠸᠠᠮᡠᠨ,gwamun,驿,,2,12/24/2017 19:17:08,02/09/2017 15:17:08,,
7022,ᡥᠠᠪᠴᡥᡳᡥᡳᠶᠠᡩᠠᠮᠪᡳ/ᡥᠠᠪᠴᡥᡳᡥᡳᠶᠠᠨ,habchihiyadambi/habchihiyan,亲热,,2,12/24/2017 20:17:08,02/09/2017 17:17:08,,
7023,ᡥᠠᠪᠴᡳᡥᡳᠶᠠᡩᠠᠮᠪᡳ,habcihiyadambi,待人亲热，殷勤和蔼,,2,12/24/2017 21:17:08,02/09/2017 19:17:08,,
7024,ᡥᠠᠪᠴᡳᡥᡳᠶᠠᠨ,habcihiyan,亲热的，和蔼的，殷勤的,,2,12/24/2017 22:17:08,02/09/2017 21:17:08,,
7025,ᡥᠠᠪᡤᡳᠶᠠᠮᠪᡳ,habgiyambi,打哈欠,,2,12/24/2017 23:17:08,02/09/2017 23:17:08,,
7026,ᡥᠠᠪᠰᡥᠠᠮᠪᡳ,habshambi,告状,,2,12/25/2017 00:17:08,02/10/2017 01:17:08,,
7027,ᡥᠠᠪᠰᡥᠠᠨ,habshan,诉讼,,2,12/25/2017 01:17:08,02/10/2017 03:17:08,,
7028,ᡥᠠᠪᡨᠠ,habta,鞍翅,,2,12/25/2017 02:17:08,02/10/2017 05:17:08,,
7029,ᡥᠠᠪᡨᠠᡥᠠ,habtaha,男用瞪带,,2,12/25/2017 03:17:08,02/10/2017 07:17:08,,
7030,ᡥᠠᠪᡨᠠᠮᠪᡳ,habtambi,眨眼,,2,12/25/2017 04:17:08,02/10/2017 09:17:08,,
7031,ᡥᠠᠪᡨᠠᡧᠠᠮᠪᡳ,habtaxambi,眨，抿翅飞,,2,12/25/2017 05:17:08,02/10/2017 11:17:08,,
